BarIndex,Time,MacroState,ActiveDirection,SequencePhase,SequenceAuthority,MaturityLevel,DominanceScore,DegradationScore,BalanceScore,TransitionScore,AmbiguityScore,SFCStatus,ExpectedNextBehavior,InvalidationCondition
119,"2026-05-14 01:00:00","Balance","Up","TwoR",0.900,"Resolved",0.870,0.600,0.672,0.135,0.607,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
120,"2026-05-14 01:05:00","Balance","Up","TwoR",0.900,"Resolved",0.930,0.552,0.618,0.124,0.558,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
121,"2026-05-14 01:10:00","Balance","Up","TwoR",0.900,"Resolved",0.956,0.558,0.719,0.114,0.614,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
122,"2026-05-14 01:15:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.513,0.661,0.105,0.565,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
123,"2026-05-14 01:20:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.472,0.608,0.097,0.519,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
124,"2026-05-14 01:25:00","Directional","Up","TwoR",0.900,"Resolved",1.000,0.434,0.560,0.089,0.478,"None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
125,"2026-05-14 01:30:00","Unresolved","Up","TwoR",0.900,"Resolved",0.840,0.860,0.815,0.212,0.790,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
126,"2026-05-14 01:35:00","Unresolved","Up","TwoR",0.900,"Resolved",0.873,0.841,0.900,0.195,0.826,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
127,"2026-05-14 01:40:00","Unresolved","Up","TwoR",0.900,"Resolved",0.933,0.774,0.828,0.179,0.760,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
128,"2026-05-14 01:45:00","Unresolved","Up","TwoR",0.900,"Resolved",0.988,0.712,0.762,0.165,0.699,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
129,"2026-05-14 01:50:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.655,0.701,0.152,0.644,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
130,"2026-05-14 01:55:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.602,0.645,0.140,0.592,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
131,"2026-05-14 02:00:00","Degrading","Up","TwoR",0.900,"Resolved",1.000,0.554,0.593,0.129,0.545,"Candidate","Dominance still exists, but efficiency is degrading. Watch for balance or failed continuation.","Invalidated by clean dominance reassertion with efficient continuation."
132,"2026-05-14 02:05:00","Unresolved","Up","TwoR",0.900,"Resolved",0.870,0.920,0.696,0.248,0.751,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
133,"2026-05-14 02:10:00","Unresolved","Up","TwoR",0.900,"Resolved",0.930,0.846,0.640,0.228,0.691,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
134,"2026-05-14 02:15:00","Degrading","Up","TwoR",0.900,"Resolved",0.986,0.779,0.589,0.210,0.636,"Candidate","Dominance still exists, but efficiency is degrading. Watch for balance or failed continuation.","Invalidated by clean dominance reassertion with efficient continuation."
135,"2026-05-14 02:20:00","Unresolved","Up","TwoR",0.900,"Resolved",0.827,1.000,0.842,0.323,0.935,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
136,"2026-05-14 02:25:00","Unresolved","Up","TwoR",0.900,"Resolved",0.861,0.970,0.924,0.297,0.960,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
137,"2026-05-14 02:30:00","Unresolved","Up","TwoR",0.900,"Resolved",0.922,0.892,0.850,0.274,0.883,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
138,"2026-05-14 02:35:00","Unresolved","Up","TwoR",0.900,"Resolved",0.948,0.871,0.932,0.252,0.913,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
139,"2026-05-14 02:40:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.801,0.858,0.232,0.840,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
140,"2026-05-14 02:45:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.787,0.939,0.213,0.872,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
141,"2026-05-14 02:50:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.724,0.864,0.196,0.803,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
142,"2026-05-14 02:55:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.666,0.795,0.180,0.738,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
143,"2026-05-14 03:00:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.663,0.881,0.166,0.779,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
144,"2026-05-14 03:05:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.610,0.811,0.153,0.717,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
145,"2026-05-14 03:10:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.561,0.746,0.140,0.660,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
146,"2026-05-14 03:15:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.516,0.686,0.129,0.607,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
147,"2026-05-14 03:20:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.525,0.781,0.119,0.658,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
148,"2026-05-14 03:25:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.483,0.719,0.109,0.606,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
149,"2026-05-14 03:30:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.494,0.811,0.101,0.657,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
150,"2026-05-14 03:35:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.505,0.896,0.093,0.705,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
151,"2026-05-14 03:40:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.514,0.975,0.085,0.748,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
152,"2026-05-14 03:45:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.473,0.897,0.078,0.688,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
153,"2026-05-14 03:50:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.485,0.975,0.072,0.733,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
154,"2026-05-14 03:55:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.447,0.897,0.066,0.675,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
155,"2026-05-14 04:00:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.461,0.975,0.061,0.721,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
156,"2026-05-14 04:05:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.474,1.000,0.056,0.763,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
157,"2026-05-14 04:10:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.436,0.920,0.052,0.702,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
158,"2026-05-14 04:15:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.451,0.996,0.048,0.746,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
159,"2026-05-14 04:20:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.415,0.917,0.044,0.686,"None","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
160,"2026-05-14 04:25:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.382,0.843,0.040,0.631,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
161,"2026-05-14 04:30:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.351,0.776,0.037,0.581,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
162,"2026-05-14 04:35:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.323,0.714,0.034,0.534,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
163,"2026-05-14 04:40:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.297,0.657,0.031,0.492,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
164,"2026-05-14 04:45:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.324,0.754,0.029,0.552,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
165,"2026-05-14 04:50:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.298,0.694,0.027,0.508,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
166,"2026-05-14 04:55:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.324,0.788,0.024,0.567,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
167,"2026-05-14 05:00:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.298,0.725,0.022,0.522,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
168,"2026-05-14 05:05:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.324,0.817,0.021,0.580,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
169,"2026-05-14 05:10:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.298,0.752,0.019,0.534,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
170,"2026-05-14 05:15:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.324,0.842,0.017,0.591,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
171,"2026-05-14 05:20:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.298,0.774,0.016,0.544,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
